,Brand,Continent,Country,Latitude,Longitude,Sentiment
756,Media Co.,Asia,Sri Lanka,13.0836939,80.270186,4
757,Automotive Co.,Europe,United Kingdom,53.4071991,-2.99168,2
758,Fashion Co.,North America,Mexico,34.0536909,-118.242766,4
759,Automotive Co.,Europe,Luxembourg,49.0068705,8.4034195,4
760,Media Co.,Africa,Nigeria,9.0643305,7.4892974,0
761,Media Co.,Asia,India,22.3511148,78.6677428,2
762,Automotive Co.,North America,Bahamas,28.5421109,-81.3790304,2
763,Automotive Co.,Asia,Malaysia,4.5693754,102.2656823,2
764,Fashion Co.,Asia,India,22.3511148,78.6677428,2
765,Media Co.,Europe,Holy See (Vatican City State),42.6384261,12.674297,0
766,Automotive Co.,Europe,United Kingdom,54.7023545,-3.2765753,0
767,Automotive Co.,North America,United States,39.7837304,-100.4458825,0
768,Restaurant Chain,Europe,United Kingdom,52.5310214,-1.2649062,3
769,Media Co.,North America,Bermuda,40.0757384,-74.4041622,-2
770,Restaurant Chain,North America,Mexico,22.5000485,-100.0000375,0
771,Automotive Co.,North America,Bahamas,28.5421109,-81.3790304,0
772,Automotive Co.,Asia,Malaysia,4.5693754,102.2656823,0
773,Automotive Co.,North America,Bahamas,28.5421109,-81.3790304,0
774,Restaurant Chain,North America,Mexico,22.5000485,-100.0000375,0
775,Automotive Co.,North America,Bahamas,28.5421109,-81.3790304,3
776,Media Co.,Europe,United Kingdom,52.5310214,-1.2649062,4
777,Restaurant Chain,North America,Mexico,22.5000485,-100.0000375,0
778,Restaurant Chain,North America,Mexico,22.5000485,-100.0000375,0
779,Restaurant Chain,North America,Mexico,34.0536909,-118.242766,0
780,Restaurant Chain,North America,Mexico,22.5000485,-100.0000375,0
781,Media Co.,Asia,China,22.2793278,114.1628131,2
782,Media Co.,Europe,United Kingdom,50.7194784,-1.8767712,3
783,Restaurant Chain,North America,Mexico,22.5000485,-100.0000375,0
784,Media Co.,North America,Bermuda,40.7127281,-74.0060152,0
785,Restaurant Chain,North America,Mexico,22.5000485,-100.0000375,0
786,Restaurant Chain,North America,Mexico,22.5000485,-100.0000375,0
787,Automotive Co.,North America,Canada,61.0666922,-107.991707,1
788,Media Co.,South America,Brazil,-23.5506507,-46.6333824,0
789,Automotive Co.,Europe,United Kingdom,54.7023545,-3.2765753,0
790,Media Co.,North America,Bahamas,28.5421109,-81.3790304,0
791,Media Co.,Europe,Andorra,41.3828939,2.1774322,3
792,Automotive Co.,Europe,United Kingdom,53.4794892,-2.2451148,0
793,Restaurant Chain,North America,Guatemala,15.6356088,-89.8988087,0
794,Media Co.,North America,Mexico,34.0536909,-118.242766,0
795,Automotive Co.,North America,Bermuda,40.85149705,-73.0994258107431,3
796,Restaurant Chain,North America,Canada,47.6038321,-122.3300624,4
797,Automotive Co.,South America,Colombia,4.6533326,-74.083652,3
798,Media Co.,Europe,Holy See (Vatican City State),42.6384261,12.674297,0
799,Automotive Co.,Asia,Malaysia,4.5693754,102.2656823,2
800,Media Co.,North America,United States,41.8755616,-87.6244212,2
801,Media Co.,North America,United States,42.291707,-85.5872286,0
802,Automotive Co.,North America,Canada,49.59294945,-125.702556961241,0
803,Automotive Co.,Europe,Germany,51,10,0
804,Automotive Co.,North America,Bermuda,40.6501038,-73.9495823,3
805,Media Co.,North America,Bahamas,32.3293809,-83.1137366,-3
806,Restaurant Chain,Asia,Philippines,14.5907332,120.9809674,4
807,Media Co.,North America,Bermuda,40.8466508,-73.8785937,0
808,Restaurant Chain,North America,Costa Rica,9.9325427,-84.0795782,0
809,Automotive Co.,Europe,Luxembourg,49.0068705,8.4034195,2
810,Media Co.,North America,Bermuda,40.7127281,-74.0060152,3
811,Media Co.,North America,United States,39.7837304,-100.4458825,-1
812,Automotive Co.,North America,Bermuda,40.8832318,-72.8578027,3
813,Automotive Co.,North America,United States,43.6534817,-79.3839347,0
814,Restaurant Chain,North America,United States,38.7251776,-105.607716,4
815,Media Co.,North America,United States,38.2542376,-85.759407,3
816,Media Co.,Europe,Gibraltar,28.2935785,-16.6214471211441,0
817,Restaurant Chain,North America,United States,29.7589382,-95.3676974,0
818,Restaurant Chain,North America,Panama,8.559559,-81.1308434,0
819,Restaurant Chain,Europe,United Kingdom,52.5310214,-1.2649062,0
820,Automotive Co.,Asia,Christmas Island,-4.8555039,105.0272986,0
821,Automotive Co.,Africa,Kenya,-1.30316895,36.8260612241051,3
822,Restaurant Chain,Europe,United Kingdom,52.5310214,-1.2649062,0
823,Automotive Co.,North America,United States,38.8339578,-104.8253485,0
824,Restaurant Chain,Europe,United Kingdom,52.5310214,-1.2649062,0
825,Restaurant Chain,North America,Bermuda,38.8949924,-77.0365581,2
826,Restaurant Chain,North America,United States,29.7589382,-95.3676974,0
827,Restaurant Chain,Asia,China,22.2793278,114.1628131,0
828,Restaurant Chain,Europe,United Kingdom,52.5310214,-1.2649062,0
829,Restaurant Chain,Asia,Thailand,14.8971921,100.83273,0
830,Restaurant Chain,Europe,United Kingdom,52.5310214,-1.2649062,0
831,Restaurant Chain,Europe,United Kingdom,52.5310214,-1.2649062,0
832,Media Co.,North America,United States,38.2542376,-85.759407,4
833,Restaurant Chain,North America,United States,29.7589382,-95.3676974,0
834,Restaurant Chain,North America,United States,29.7589382,-95.3676974,0
835,Restaurant Chain,North America,United States,29.7589382,-95.3676974,0
836,Media Co.,South America,Uruguay,-32.8755548,-56.0201525,0
837,Media Co.,North America,United States,39.7837304,-100.4458825,0
838,Fashion Co.,North America,Bahamas,28.5421109,-81.3790304,3
839,Media Co.,Europe,Romania,45.9852129,24.6859225,2
840,Media Co.,North America,United States,38.2542376,-85.759407,3
841,Media Co.,Asia,Thailand,14.8971921,100.83273,2
842,Restaurant Chain,North America,United States,29.7589382,-95.3676974,0
843,Media Co.,North America,United States,39.7837304,-100.4458825,4
844,Restaurant Chain,North America,United States,29.7589382,-95.3676974,0
845,Automotive Co.,North America,United States,32.7762719,-96.7968559,-1
846,Media Co.,Asia,Malaysia,4.5693754,102.2656823,4
847,Automotive Co.,North America,Bermuda,42.451302,-73.260018,0
848,Restaurant Chain,Asia,Turkey,41.0096334,28.9651646,0
849,Automotive Co.,North America,Canada,53.535411,-113.507996,2
850,Media Co.,North America,Mexico,34.0536909,-118.242766,-1
851,Restaurant Chain,North America,Bermuda,43.157285,-77.615214,0
852,Automotive Co.,North America,Canada,61.0666922,-107.991707,-1
853,Restaurant Chain,Europe,The Netherlands,52.24100135,1.04668303125652,0
854,Restaurant Chain,North America,Bermuda,39.9527237,-75.1635262,-1
855,Automotive Co.,North America,Canada,53.535411,-113.507996,0
856,Automotive Co.,North America,Bermuda,39.9527237,-75.1635262,0
857,Media Co.,North America,Bahamas,37.1232245,-78.4927721,3
858,Automotive Co.,Asia,Christmas Island,-6.1753942,106.827183,0
859,Media Co.,North America,United States,32.7762719,-96.7968559,3
860,Automotive Co.,North America,United States,39.7837304,-100.4458825,2
861,Automotive Co.,North America,Bahamas,27.3364347,-82.5306527,1
862,Automotive Co.,North America,Bermuda,40.9699889,-77.7278831,3
863,Automotive Co.,North America,Canada,53.535411,-113.507996,0
864,Media Co.,Europe,United Kingdom,53.4071991,-2.99168,-1
865,Media Co.,North America,United States,40.2253569,-82.6881395,-1
866,Fashion Co.,North America,Bermuda,40.0757384,-74.4041622,3
867,Automotive Co.,North America,Jamaica,18.1850507,-77.3947693,1
868,Media Co.,North America,Bermuda,40.7498243,-73.7976337,3
869,Restaurant Chain,Asia,India,22.3511148,78.6677428,0
870,Restaurant Chain,North America,United States,41.8755616,-87.6244212,1
871,Media Co.,South America,Brazil,-22.5269448,-41.944972,0
872,Restaurant Chain,Europe,United Kingdom,54.7023545,-3.2765753,-2
873,Restaurant Chain,North America,United States,40.2253569,-82.6881395,0
874,Automotive Co.,North America,United States,32.7762719,-96.7968559,3
875,Media Co.,North America,Bahamas,28.3824072,-81.5617078127182,0
876,Media Co.,North America,United States,29.9499323,-90.0701156,3
877,Automotive Co.,North America,United States,45.9896587,-94.6113288,0
878,Restaurant Chain,Asia,India,22.3511148,78.6677428,0
879,Media Co.,North America,Bermuda,40.0757384,-74.4041622,-3
880,Media Co.,North America,United States,33.2588817,-86.8295337,0
881,Automotive Co.,North America,United States Virgin Islands,17.789187,-64.7080574,0
882,Media Co.,Asia,Malaysia,5.4065013,100.2559077,-2
883,Media Co.,North America,Bermuda,38.8949924,-77.0365581,-1
884,Restaurant Chain,Asia,India,22.3511148,78.6677428,0
885,Media Co.,South America,Venezuela,8.0018709,-66.1109318,2
886,Restaurant Chain,Europe,United Kingdom,52.4081812,-1.510477,0
887,Automotive Co.,North America,Bahamas,28.5421109,-81.3790304,0
888,Media Co.,North America,United States,39.7837304,-100.4458825,-3
889,Fashion Co.,Europe,United Kingdom,52.2928116,-3.73893,0
890,Restaurant Chain,Asia,India,22.3511148,78.6677428,0
891,Automotive Co.,North America,United States,39.7837304,-100.4458825,0
892,Automotive Co.,North America,Bermuda,40.6501038,-73.9495823,2
893,Media Co.,North America,United States,37.7790262,-122.419906,0
894,Media Co.,North America,United States,38.9742502,-94.6851702,0
895,Media Co.,North America,United States,38.2542376,-85.759407,4
896,Media Co.,North America,United States,36.1672559,-115.148516,-1
897,Media Co.,North America,United States,29.9499323,-90.0701156,0
898,Media Co.,North America,Mexico,29.4246002,-98.4951405,0
899,Automotive Co.,North America,United States,39.7837304,-100.4458825,0
900,Restaurant Chain,Europe,United Kingdom,51.5073219,-0.1276474,-1
901,Media Co.,North America,Bahamas,27.7567667,-81.4639835,-2
902,Restaurant Chain,North America,United States,36.1672559,-115.148516,-1
903,Restaurant Chain,North America,United States,36.1672559,-115.148516,-1
904,Restaurant Chain,Europe,United Kingdom,54.7023545,-3.2765753,0
905,Automotive Co.,North America,United States,36.7014631,-118.755997,0
906,Media Co.,North America,United States,29.7589382,-95.3676974,3
907,Restaurant Chain,Asia,Laos,21.0294498,105.8544441,0
908,Media Co.,North America,United States,39.7837304,-100.4458825,0
909,Automotive Co.,Europe,United Kingdom,53.4071991,-2.99168,0
910,Automotive Co.,North America,United States,29.7589382,-95.3676974,0
911,Media Co.,North America,United States,37.4519671,-122.1779927,0
912,Automotive Co.,Europe,Germany,51.0834196,10.4234469,2
913,Restaurant Chain,South America,Brazil,-10.3333333,-53.2,0
914,Restaurant Chain,South America,Brazil,-10.3333333,-53.2,0
915,Automotive Co.,North America,United States,43.6534817,-79.3839347,-2
916,Media Co.,North America,Bermuda,40.85149705,-73.0994258107431,2
917,Media Co.,North America,Saint Pierre and Miquelon,44.5990718,-72.5002608,0
918,Media Co.,Europe,Germany,51,10,-1
919,Restaurant Chain,South America,Brazil,-10.3333333,-53.2,0
920,Automotive Co.,North America,United States,32.7762719,-96.7968559,1
921,Automotive Co.,North America,Mexico,34.0536909,-118.242766,0
922,Media Co.,North America,Mexico,34.0536909,-118.242766,2
923,Media Co.,North America,United States,30.2711286,-97.7436995,-1
924,Restaurant Chain,South America,Brazil,-10.3333333,-53.2,0
925,Restaurant Chain,North America,Bermuda,38.6920451,-75.4013315,-1
926,Media Co.,Europe,United Kingdom,51.5882332,-2.9974967,3
927,Media Co.,Europe,Norway,60.5000209,9.0999715,0
928,Media Co.,Asia,Philippines,14.5907332,120.9809674,3
929,Media Co.,North America,Mexico,33.7500378,-117.8704931,2
930,Media Co.,North America,Mexico,33.8347516,-117.911732,0
931,Media Co.,North America,Mexico,33.8347516,-117.911732,0
932,Automotive Co.,North America,Canada,53.535411,-113.507996,4
933,Media Co.,Europe,United Kingdom,51.5073219,-0.1276474,2
934,Restaurant Chain,North America,United States,39.7837304,-100.4458825,3
935,Automotive Co.,North America,Bermuda,40.85149705,-73.0994258107431,3
936,Media Co.,North America,Canada,61.0666922,-107.991707,-1
937,Media Co.,North America,Canada,47.6038321,-122.3300624,-2
938,Restaurant Chain,North America,Bermuda,40.7127281,-74.0060152,0
939,Restaurant Chain,North America,Bermuda,39.7459468,-75.546589,-1
940,Automotive Co.,North America,United States,37.7884969,-122.3558473,0
941,Restaurant Chain,North America,Bermuda,40.7127281,-74.0060152,0
942,Restaurant Chain,North America,Canada,39.1404477,-121.6169108,2
943,Restaurant Chain,North America,Bermuda,40.7127281,-74.0060152,0
944,Media Co.,North America,Mexico,29.4246002,-98.4951405,4
945,Restaurant Chain,North America,Bermuda,40.7127281,-74.0060152,0
946,Automotive Co.,South America,Peru,-12.0621065,-77.0365256,-3
947,Media Co.,South America,Chile,-33.6095279,-70.5754736,0
948,Restaurant Chain,North America,Bermuda,40.7127281,-74.0060152,0
949,Restaurant Chain,North America,Bermuda,40.7127281,-74.0060152,0
950,Restaurant Chain,North America,Bermuda,40.7127281,-74.0060152,0
951,Media Co.,Europe,Andorra,41.3828939,2.1774322,3
952,Restaurant Chain,Asia,Philippines,12.7503486,122.7312101,0
953,Media Co.,Europe,United Kingdom,51.5073219,-0.1276474,0
954,Media Co.,North America,Bermuda,40.7127281,-74.0060152,0
955,Fashion Co.,Europe,United Kingdom,52.5310214,-1.2649062,0
956,Media Co.,North America,Bermuda,39.9527237,-75.1635262,0
957,Restaurant Chain,South America,Peru,-12.0621065,-77.0365256,0
958,Media Co.,South America,Colombia,2.8894434,-73.783892,0
959,Restaurant Chain,Europe,United Kingdom,53.3806626,-1.4702278,0
960,Automotive Co.,North America,Saint Pierre and Miquelon,45.1960403,-63.1653789,0
961,Automotive Co.,Africa,Algeria,28.0000272,2.9999825,3
962,Automotive Co.,North America,Saint Pierre and Miquelon,42.6839894,-71.1127065,0
963,Automotive Co.,Europe,Sweden,59.6749712,14.5208584,3
964,Media Co.,North America,Bermuda,42.3602534,-71.0582912,4
965,Automotive Co.,North America,United States,31.8160381,-99.5120986,0
966,Media Co.,North America,United States,29.7589382,-95.3676974,0
967,Restaurant Chain,North America,United States,38.2542376,-85.759407,2
968,Automotive Co.,North America,Mexico,32.7174202,-117.1627728,0
969,Media Co.,North America,Bermuda,40.9699889,-77.7278831,-1
970,Media Co.,North America,Bermuda,39.9527237,-75.1635262,3
971,Media Co.,North America,Mexico,33.4942189,-111.9260184,0
972,Automotive Co.,Europe,United Kingdom,51.5073219,-0.1276474,0
973,Automotive Co.,Europe,United Kingdom,51.5073219,-0.1276474,0
974,Media Co.,North America,United States,41.8755616,-87.6244212,-4
975,Automotive Co.,North America,United States,45.9896587,-94.6113288,0
976,Media Co.,Africa,South Africa,-28.8166236,24.991639,5
977,Restaurant Chain,North America,United States,35.6546428,-105.99649450412,0
978,Restaurant Chain,North America,United States,31.8160381,-99.5120986,5
979,Media Co.,North America,United States,36.1672559,-115.148516,0
980,Automotive Co.,Asia,Vietnam,13.2904027,108.4265113,0
981,Media Co.,North America,Canada,51.0460954,-114.065465,-4
982,Automotive Co.,Asia,China,22.2793278,114.1628131,-2
983,Media Co.,South America,Brazil,-23.5506507,-46.6333824,0
984,Media Co.,Europe,United Kingdom,51.5104338,-0.130150268794921,-2
985,Automotive Co.,Australia,Australia,-37.8142176,144.9631608,0
986,Media Co.,North America,United States,39.7837304,-100.4458825,0
987,Restaurant Chain,Asia,Malaysia,3.2083304,101.304146,-1
988,Media Co.,North America,Bermuda,39.9527237,-75.1635262,2
989,Restaurant Chain,North America,United States,35.6546428,-105.99649450412,5
990,Media Co.,Europe,Germany,51.0834196,10.4234469,0
991,Media Co.,North America,Bermuda,39.2908816,-76.610759,-3
992,Restaurant Chain,Europe,United Kingdom,51.5073219,-0.1276474,0
993,Restaurant Chain,Europe,United Kingdom,51.5073219,-0.1276474,0
994,Automotive Co.,Europe,United Kingdom,52.5310214,-1.2649062,2
995,Restaurant Chain,North America,Mexico,22.5000485,-100.0000375,0
996,Restaurant Chain,Europe,United Kingdom,51.5073219,-0.1276474,0
997,Restaurant Chain,Asia,Philippines,12.7503486,122.7312101,0
998,Restaurant Chain,Europe,United Kingdom,51.5073219,-0.1276474,0
999,Restaurant Chain,North America,Bermuda,40.7127281,-74.0060152,0
1000,Restaurant Chain,Europe,United Kingdom,51.5073219,-0.1276474,0
1001,Restaurant Chain,Asia,Philippines,12.7503486,122.7312101,0
1002,Restaurant Chain,Europe,United Kingdom,51.5073219,-0.1276474,0
1003,Media Co.,North America,Honduras,15.2572432,-86.0755145,0
1004,Restaurant Chain,Europe,United Kingdom,51.5073219,-0.1276474,0
1005,Media Co.,Europe,United Kingdom,51.5073219,-0.1276474,4
1006,Restaurant Chain,Asia,Philippines,12.7503486,122.7312101,0
1007,Automotive Co.,North America,United States,37.7884969,-122.3558473,0
1008,Media Co.,Europe,Ireland,53.3497645,-6.2602732,4
1009,Restaurant Chain,Asia,Philippines,12.7503486,122.7312101,0
1010,Restaurant Chain,Asia,Philippines,12.7503486,122.7312101,0
1011,Media Co.,Asia,Pakistan,30.3308401,71.247499,0
1012,Restaurant Chain,Asia,Philippines,12.7503486,122.7312101,0
1013,Restaurant Chain,Asia,Philippines,12.7503486,122.7312101,0
1014,Media Co.,North America,Bermuda,39.9527237,-75.1635262,0
1015,Automotive Co.,North America,United States,29.6196787,-95.6349463,1
1016,Automotive Co.,Africa,Benin,6.4550575,3.3941795,3
1017,Media Co.,North America,United States,30.2711286,-97.7436995,0
1018,Media Co.,North America,Panama,8.559559,-81.1308434,-4
1019,Restaurant Chain,Europe,United Kingdom,53.4794892,-2.2451148,0
1020,Media Co.,North America,Bahamas,36.0998131,-80.2440518,0
1021,Media Co.,South America,Chile,-33.4377756,-70.6504502,3
1022,Fashion Co.,Europe,United Kingdom,52.4796992,-1.9026911,2
1023,Automotive Co.,North America,United States,43.0349931,-87.922497,0
1024,Restaurant Chain,North America,Bermuda,39.9527237,-75.1635262,4
1025,Media Co.,Europe,Germany,51.0834196,10.4234469,4
1026,Fashion Co.,North America,Bermuda,38.8949924,-77.0365581,0
1027,Media Co.,North America,Bahamas,27.9477595,-82.458444,-4
1028,Restaurant Chain,North America,Saint Pierre and Miquelon,53.8217327,-61.2295532,2
1029,Media Co.,Europe,United Kingdom,51.5073219,-0.1276474,-2
1030,Media Co.,North America,Bahamas,29.2854132,-81.0557921,0
1031,Restaurant Chain,Africa,Lesotho,-29.861825,31.009909,2
1032,Automotive Co.,Europe,Norway,59.9133301,10.7389701,-2
1033,Automotive Co.,North America,Canada,38.5810606,-121.493895,2
1034,Media Co.,North America,Bahamas,30.4380832,-84.2809332,2
1035,Automotive Co.,Asia,China,22.2793278,114.1628131,0
1036,Automotive Co.,North America,United States,43.6534817,-79.3839347,-3
1037,Media Co.,Asia,Thailand,14.8971921,100.83273,0
1038,Fashion Co.,North America,Bermuda,39.2908816,-76.610759,-3
1039,Media Co.,North America,Bahamas,27.7567667,-81.4639835,4
1040,Media Co.,North America,Bermuda,39.9527237,-75.1635262,-2
1041,Automotive Co.,North America,United States,43.451291,-80.4927815,2
1042,Automotive Co.,North America,Bahamas,25.7741728,-80.19362,0
1043,Media Co.,North America,Bermuda,38.8949924,-77.0365581,0
1044,Restaurant Chain,North America,Mexico,34.0536909,-118.242766,0
1045,Media Co.,North America,United States,39.7837304,-100.4458825,0
1046,Automotive Co.,North America,United States,39.7837304,-100.4458825,0
1047,Media Co.,North America,United States,38.2542376,-85.759407,0
1048,Media Co.,North America,Canada,49.2608724,-123.1139529,0
1049,Automotive Co.,North America,United States,38.7251776,-105.607716,3
1050,Media Co.,North America,Bermuda,40.0757384,-74.4041622,1
1051,Media Co.,Europe,United Kingdom,53.4794892,-2.2451148,3
1052,Media Co.,North America,Mexico,18.833333,-98,2
1053,Automotive Co.,North America,United States,38.7251776,-105.607716,0
1054,Media Co.,South America,Guyana,10.8677845,-60.9821067,4
1055,Media Co.,South America,Chile,-33.0458456,-71.6196749,3
1056,Media Co.,Oceania,New Zealand,-36.852095,174.7631803,0
1057,Media Co.,North America,Bermuda,41.6500201,-72.7342163,4
1058,Media Co.,North America,Mexico,33.7500378,-117.8704931,4
1059,Media Co.,North America,Mexico,34.0536909,-118.242766,5
1060,Restaurant Chain,North America,Mexico,22.5000485,-100.0000375,0
1061,Media Co.,North America,Mexico,34.1234629,-116.4140676,0
1062,Restaurant Chain,Europe,Belgium,51.20707485,0.721036181340144,0
1063,Media Co.,North America,Mexico,33.77217945,-116.495297697851,4
1064,Media Co.,North America,Mexico,34.1234629,-116.4140676,0
1065,Automotive Co.,North America,United States,29.7589382,-95.3676974,0
1066,Restaurant Chain,Europe,United Kingdom,52.5310214,-1.2649062,0
1067,Restaurant Chain,Africa,Uganda,1.5333554,32.2166578,0
1068,Media Co.,North America,United States,41.8755616,-87.6244212,0
1069,Restaurant Chain,North America,United States,38.6529545,-90.2411165602464,-1
1070,Media Co.,North America,Bahamas,26.6639559,-80.7161701,0
1071,Media Co.,Europe,United Kingdom,52.5310214,-1.2649062,-2
1072,Restaurant Chain,Africa,Uganda,1.5333554,32.2166578,0
1073,Restaurant Chain,Europe,United Kingdom,53.4071991,-2.99168,-1
1074,Restaurant Chain,North America,United States,39.7837304,-100.4458825,0
1075,Media Co.,North America,Bermuda,40.0757384,-74.4041622,2
1076,Media Co.,North America,Bermuda,38.8949924,-77.0365581,4
1077,Fashion Co.,North America,United States,30.2711286,-97.7436995,0
1078,Automotive Co.,North America,United States,36.7014631,-118.755997,-2
1079,Media Co.,Europe,United Kingdom,52.5310214,-1.2649062,-4
1080,Media Co.,Asia,Christmas Island,-6.28381815,106.804863249174,0
1081,Media Co.,North America,Mexico,33.917028,-118.4156337,0
1082,Automotive Co.,North America,United States,41.9054695,-90.5599971,0
1083,Media Co.,Asia,India,22.41540825,72.0314970369928,3
1084,Media Co.,Europe,United Kingdom,52.5310214,-1.2649062,5
1085,Restaurant Chain,North America,Canada,49.2608724,-123.1139529,2
1086,Automotive Co.,North America,United States,38.7251776,-105.607716,4
1087,Media Co.,Asia,India,22.41540825,72.0314970369928,3
1088,Restaurant Chain,North America,Bermuda,40.7127281,-74.0060152,-1
1089,Media Co.,North America,Mexico,34.1234629,-116.4140676,0
1090,Automotive Co.,North America,United States,39.7837304,-100.4458825,0
1091,Media Co.,North America,United States,39.7837304,-100.4458825,0
1092,Media Co.,North America,United States,37.8044557,-122.2713563,0
1093,Restaurant Chain,Europe,Germany,51.0834196,10.4234469,0
1094,Media Co.,North America,Mexico,34.1234629,-116.4140676,0
1095,Media Co.,North America,United States,32.7762719,-96.7968559,-3
1096,Fashion Co.,Asia,Nepal,26.4609135,80.3217588,0
1097,Media Co.,North America,Mexico,34.1234629,-116.4140676,0
1098,Media Co.,North America,Bermuda,38.8949924,-77.0365581,0
1099,Restaurant Chain,North America,Mexico,22.5000485,-100.0000375,0
1100,Media Co.,North America,Mexico,34.1234629,-116.4140676,3
1101,Automotive Co.,North America,Bahamas,27.7567667,-81.4639835,0
1102,Media Co.,North America,Bermuda,40.7498243,-73.7976337,2
1103,Automotive Co.,North America,Bermuda,42.6511674,-73.754968,-4
1104,Media Co.,North America,Bahamas,28.5421109,-81.3790304,-2
1105,Media Co.,North America,Bermuda,40.7127281,-74.0060152,2
1106,Media Co.,North America,Mexico,33.8347516,-117.911732,-1
1107,Media Co.,North America,Mexico,33.8347516,-117.911732,-1
1108,Media Co.,North America,Bahamas,30.3321838,-81.655651,3
1109,Fashion Co.,Europe,Spain,38.2653307,-0.6988391,3
1110,Media Co.,North America,Canada,61.0666922,-107.991707,2
1111,Automotive Co.,Asia,Nepal,28.6138954,77.2090057,2
1112,Media Co.,North America,Bermuda,40.6501038,-73.9495823,4
1113,Media Co.,North America,United States,43.6534817,-79.3839347,2
1114,Media Co.,North America,Bermuda,40.7246999,-73.7048024,2
1115,Media Co.,North America,Bermuda,40.6501038,-73.9495823,2
1116,Media Co.,North America,Bermuda,39.158168,-75.5243682,0
1117,Media Co.,North America,Mexico,34.0536909,-118.242766,3
1118,Restaurant Chain,North America,Mexico,29.4246002,-98.4951405,0
1119,Automotive Co.,Europe,Ireland,53.3497645,-6.2602732,0
1120,Automotive Co.,North America,Bermuda,41.6500201,-72.7342163,1
1121,Restaurant Chain,Australia,Cocos (Keeling) Islands,-53.0487916,73.2196494176105,0
1122,Restaurant Chain,Australia,Cocos (Keeling) Islands,-53.0487916,73.2196494176105,0
1123,Automotive Co.,Europe,United Kingdom,52.5310214,-1.2649062,2
1124,Automotive Co.,Africa,Nigeria,9.0643305,7.4892974,2
1125,Media Co.,North America,United States,32.7762719,-96.7968559,-2
1126,Media Co.,North America,Mexico,34.0536909,-118.242766,2
1127,Media Co.,Europe,Holy See (Vatican City State),40.0912813,9.0305773,3
1128,Media Co.,Asia,Philippines,12.7503486,122.7312101,4
1129,Media Co.,North America,Bermuda,38.8949924,-77.0365581,2
1130,Automotive Co.,North America,United States,37.8044557,-122.2713563,0
1131,Media Co.,South America,Chile,-31.7613365,-71.3187697,-2
1132,Media Co.,North America,Bermuda,38.8949924,-77.0365581,4
1133,Media Co.,Oceania,New Zealand,-41.5000831,172.8344077,0
1134,Automotive Co.,North America,United States,37.7884969,-122.3558473,3
1135,Media Co.,North America,United States,36.1672559,-115.148516,2
1136,Restaurant Chain,South America,Ecuador,-1.3397668,-79.3666965,0
1137,Media Co.,North America,Canada,55.001251,-125.002441,0
1138,Restaurant Chain,South America,Ecuador,-1.3397668,-79.3666965,0
1139,Media Co.,Europe,Germany,51,10,3
1140,Restaurant Chain,South America,Ecuador,-1.3397668,-79.3666965,0
1141,Media Co.,North America,United States,38.6529545,-90.2411165602464,1
1142,Restaurant Chain,Europe,Malta,37.587794,14.155048,0
1143,Media Co.,North America,United States,43.6211955,-84.6824346,4
1144,Restaurant Chain,Europe,Malta,37.587794,14.155048,0
1145,Restaurant Chain,South America,Ecuador,-1.3397668,-79.3666965,0
1146,Restaurant Chain,South America,Ecuador,-1.3397668,-79.3666965,0
1147,Restaurant Chain,North America,Bermuda,40.7127281,-74.0060152,0
1148,Media Co.,North America,Mexico,34.0923014,-118.3692894,2
1149,Media Co.,Europe,Spain,39.3260685,-4.8379791,0
1150,Restaurant Chain,South America,Ecuador,-1.3397668,-79.3666965,0
1151,Restaurant Chain,North America,United States,39.7837304,-100.4458825,-1
1152,Automotive Co.,North America,United States,36.7014631,-118.755997,0
1153,Restaurant Chain,South America,Ecuador,-1.3397668,-79.3666965,0
1154,Media Co.,North America,United States,36.7014631,-118.755997,2
1155,Media Co.,North America,United States,34.5708167,-105.993007,2
1156,Automotive Co.,South America,Brazil,-19.9227318,-43.9450948,-4
1157,Automotive Co.,South America,Brazil,-19.9227318,-43.9450948,0
1158,Restaurant Chain,North America,Bahamas,28.5421109,-81.3790304,2
1159,Media Co.,North America,Bahamas,28.373973,-81.5528405,4
1160,Media Co.,Europe,United Kingdom,52.0601807,-1.3402795,5
1161,Automotive Co.,North America,Bermuda,40.7127281,-74.0060152,3
1162,Automotive Co.,North America,United States,39.7837304,-100.4458825,0
1163,Media Co.,North America,United States,41.8755616,-87.6244212,4
1164,Media Co.,North America,Bermuda,40.7127281,-74.0060152,0
1165,Automotive Co.,North America,United States,34.9550817,-97.2684063,1
1166,Media Co.,North America,Bahamas,29.2854132,-81.0557921,3
1167,Media Co.,North America,Canada,38.5810606,-121.493895,0
1168,Media Co.,North America,United States,37.7790262,-122.419906,3
1169,Restaurant Chain,South America,Uruguay,-34.6075682,-58.4370894,0
1170,Automotive Co.,North America,Bermuda,40.7127281,-74.0060152,3
1171,Automotive Co.,North America,Saint Pierre and Miquelon,45.421106,-75.690308,3
1172,Media Co.,North America,United States,40.2253569,-82.6881395,-2
1173,Restaurant Chain,North America,United States,31.8160381,-99.5120986,-3
1174,Automotive Co.,North America,United States,45.9896587,-94.6113288,-1
1175,Automotive Co.,North America,Canada,55.001251,-115.002136,0
1176,Media Co.,North America,Bermuda,39.9527237,-75.1635262,1
1177,Automotive Co.,North America,Mexico,34.0536909,-118.242766,3
